trace_id,timestamp,EventId,EventTemplate,type,rec,log_level,component,source
396,"2015-07-29 19:33:59,385",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
397,"2015-07-29 19:34:02,725",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
398,"2015-07-29 19:34:05,861",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
399,"2015-07-29 19:34:05,862",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
400,"2015-07-29 19:34:05,863",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
401,"2015-07-29 19:34:05,863",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
402,"2015-07-29 19:34:05,958",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
403,"2015-07-29 19:34:06,067",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
404,"2015-07-29 19:34:09,294",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
405,"2015-07-29 19:34:09,294",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
406,"2015-07-29 19:34:09,295",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
407,"2015-07-29 19:34:12,634",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
408,"2015-07-29 19:34:12,742",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
409,"2015-07-29 19:34:12,745",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
410,"2015-07-29 19:34:12,747",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
411,"2015-07-29 19:34:15,884",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
412,"2015-07-29 19:34:15,884",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
413,"2015-07-29 19:34:16,089",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
414,"2015-07-29 19:34:26,102",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
415,"2015-07-29 19:34:29,246",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
416,"2015-07-29 19:34:29,447",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
417,"2015-07-29 19:34:29,448",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
418,"2015-07-29 19:34:32,782",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
419,"2015-07-29 19:34:32,788",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
420,"2015-07-29 19:34:39,358",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
421,"2015-07-29 19:34:42,809",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
422,"2015-07-29 19:34:46,038",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
423,"2015-07-29 19:34:46,038",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
424,"2015-07-29 19:34:49,487",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
425,"2015-07-29 19:34:52,717",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
426,"2015-07-29 19:34:55,969",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
427,"2015-07-29 19:35:02,651",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
428,"2015-07-29 19:35:02,846",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
429,"2015-07-29 19:35:05,992",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
430,"2015-07-29 19:35:06,078",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
431,"2015-07-29 19:35:09,326",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
432,"2015-07-29 19:35:09,526",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
433,"2015-07-29 19:35:16,098",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
434,"2015-07-29 19:35:16,207",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
435,"2015-07-29 19:35:19,443",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
436,"2015-07-29 19:35:19,544",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
437,"2015-07-29 19:35:22,888",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
438,"2015-07-29 19:35:29,368",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
439,"2015-07-29 19:35:29,372",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
440,"2015-07-29 19:35:29,458",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
441,"2015-07-29 19:35:36,142",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
442,"2015-07-29 19:35:42,928",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
443,"2015-07-29 19:35:46,073",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
444,"2015-07-29 19:35:49,417",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
445,"2015-07-29 19:35:49,417",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
446,"2015-07-29 19:35:49,498",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
447,"2015-07-29 19:35:52,756",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
448,"2015-07-29 19:35:52,842",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
449,"2015-07-29 19:35:56,178",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
450,"2015-07-29 19:35:56,180",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
451,"2015-07-29 19:36:02,861",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
452,"2015-07-29 19:36:06,119",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
453,"2015-07-29 19:36:09,456",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
454,"2015-07-29 19:36:09,645",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
455,"2015-07-29 19:36:16,136",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
456,"2015-07-29 19:36:16,221",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
457,"2015-07-29 19:36:16,331",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
458,"2015-07-29 19:36:16,334",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
459,"2015-07-29 19:36:19,480",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
460,"2015-07-29 19:36:22,816",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
461,"2015-07-29 19:36:22,901",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
462,"2015-07-29 19:36:22,902",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
463,"2015-07-29 19:36:26,155",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
464,"2015-07-29 19:36:26,156",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
465,"2015-07-29 19:36:26,157",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
466,"2015-07-29 19:36:26,349",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
467,"2015-07-29 19:36:29,686",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
468,"2015-07-29 19:36:32,920",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
469,"2015-07-29 19:36:33,030",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
470,"2015-07-29 19:36:36,365",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
471,"2015-07-29 19:36:36,370",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
472,"2015-07-29 19:36:39,516",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
473,"2015-07-29 19:36:39,597",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
474,"2015-07-29 19:36:42,859",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
475,"2015-07-29 19:36:42,939",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
476,"2015-07-29 19:36:43,049",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
477,"2015-07-29 19:36:43,054",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
478,"2015-07-29 19:36:49,620",E42,Send worker leaving thread,Connection Error,Verify connection settings.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
479,"2015-07-29 19:36:49,623",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
480,"2015-07-29 19:36:49,730",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
481,"2015-07-29 19:36:49,735",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
482,"2015-07-29 19:36:52,879",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
483,"2015-07-29 19:36:53,074",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
484,"2015-07-29 19:36:56,220",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
485,"2015-07-29 19:36:56,302",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
486,"2015-07-29 19:36:56,303",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
487,"2015-07-29 19:36:59,746",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
488,"2015-07-29 19:37:02,901",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
489,"2015-07-29 19:37:09,774",E11,"Connection broken for id <*>, my id = <*>, error =",Normal,No action needed.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
490,"2015-07-29 19:37:12,919",E24,Interrupted while waiting for message on queue,Disk Failure,Check disk status and logs.,WARN,188978561024:QuorumCnxManager$SendWorker,zookeeper
491,"2015-07-29 19:37:12,920",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
492,"2015-07-29 19:37:13,114",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
493,"2015-07-29 19:37:19,676",E25,Interrupting SendWorker,Permission Issue,Review user permissions.,WARN,188978561024:QuorumCnxManager$RecvWorker,zookeeper
494,"2015-07-29 19:37:19,683",E40,Received connection request /<*>:<*>,Client Disconnect,Check client-side logs.,INFO,3888:QuorumCnxManager$Listener,zookeeper
495,"2015-07-29 19:52:04,792",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
496,"2015-07-29 19:52:05,118",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
497,"2015-07-29 19:52:09,519",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
498,"2015-07-29 19:54:13,615",E8,Client attempting to renew session <*> at /<*>:<*>,Leader Election,Monitor leader election process.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
499,"2015-07-29 19:54:45,337",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
500,"2015-07-29 21:01:41,504",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
501,"2015-07-29 21:34:45,452",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
502,"2015-07-29 21:34:48,285",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
503,"2015-07-29 21:39:24,986",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
504,"2015-07-29 21:39:28,234",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
505,"2015-07-29 23:44:21,576",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
506,"2015-07-29 23:44:28,903",E50,Unexpected Exception:,Client Disconnect,Check client-side logs.,ERROR,1:NIOServerCnxn,zookeeper
507,"2015-07-29 23:52:08,962",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
508,"2015-07-29 23:52:09,163",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
509,"2015-07-29 23:52:09,783",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
510,"2015-07-29 23:52:09,785",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
511,"2015-07-30 13:47:25,927",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
512,"2015-07-30 14:42:40,474",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
513,"2015-07-30 14:47:15,835",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
514,"2015-07-30 14:52:21,906",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
515,"2015-07-30 14:52:36,477",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
516,"2015-07-30 14:53:21,340",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
517,"2015-07-30 15:00:24,824",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
518,"2015-07-30 15:00:24,825",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
519,"2015-07-30 15:23:21,827",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
520,"2015-07-30 15:35:04,462",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
521,"2015-07-30 15:41:40,669",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
522,"2015-07-30 16:09:17,019",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
523,"2015-07-30 16:12:01,554",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
524,"2015-07-30 16:12:02,180",E2,Accepted socket connection from /<*>:<*>,Connection Error,Verify connection settings.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,zookeeper
525,"2015-07-30 16:18:34,053",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
526,"2015-07-30 16:18:34,149",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
527,"2015-07-30 16:18:36,818",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
528,"2015-07-30 16:18:38,680",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
529,"2015-07-30 16:21:28,258",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
530,"2015-07-30 16:34:50,091",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
531,"2015-07-30 16:44:26,593",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
532,"2015-07-30 16:44:36,930",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
533,"2015-07-30 17:06:34,257",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
534,"2015-07-30 17:06:40,616",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
535,"2015-07-30 17:06:40,816",E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,Timeout,Consider increasing timeout.,INFO,1:ZooKeeperServer,zookeeper
536,"2015-07-30 17:11:54,937",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
537,"2015-07-30 17:13:32,714",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
538,"2015-07-30 17:22:34,245",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
539,"2015-07-30 17:36:31,976",E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,Client Disconnect,Check client-side logs.,INFO,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
540,"2015-07-30 17:43:58,186",E44,Server environment:<*>,Disk Failure,Check disk status and logs.,INFO,0:0:0:0:0:0:0:2181:Environment,zookeeper
541,"2015-07-30 17:49:05,943",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
542,"2015-07-30 17:55:26,200",E5,Cannot open channel to <*> at election address /<*>:<*>,Permission Issue,Review user permissions.,WARN,QuorumCnxManager,zookeeper
543,"2015-07-30 18:18:01,981",E7,Client attempting to establish new session at /<*>:<*>,Config Warning,Check configuration syntax.,INFO,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
544,"2015-07-30 18:18:02,003",E38,Processed session termination for sessionid: <*>,Leader Election,Monitor leader election process.,INFO,1 cport:-1)::PrepRequestProcessor,zookeeper
545,"2015-07-30 18:18:30,005",E38,Processed session termination for sessionid: <*>,Leader Election,Monitor leader election process.,INFO,1 cport:-1)::PrepRequestProcessor,zookeeper
546,"2015-07-30 19:50:21,400",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
547,"2015-07-30 19:50:32,001",E38,Processed session termination for sessionid: <*>,Leader Election,Monitor leader election process.,INFO,1 cport:-1)::PrepRequestProcessor,zookeeper
548,"2015-07-30 19:59:02,538",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
549,"2015-07-30 19:59:08,004",E38,Processed session termination for sessionid: <*>,Leader Election,Monitor leader election process.,INFO,1 cport:-1)::PrepRequestProcessor,zookeeper
550,"2015-07-30 20:06:34,001",E15,"Expiring session <*>, timeout of <*>ms exceeded",Permission Issue,Review user permissions.,INFO,ZooKeeperServer,zookeeper
551,"2015-07-30 20:06:34,003",E38,Processed session termination for sessionid: <*>,Leader Election,Monitor leader election process.,INFO,1 cport:-1)::PrepRequestProcessor,zookeeper
552,"2015-07-30 20:13:46,001",E15,"Expiring session <*>, timeout of <*>ms exceeded",Permission Issue,Review user permissions.,INFO,ZooKeeperServer,zookeeper
553,"2015-07-30 20:13:46,004",E38,Processed session termination for sessionid: <*>,Leader Election,Monitor leader election process.,INFO,1 cport:-1)::PrepRequestProcessor,zookeeper
554,"2015-07-30 20:17:12,294",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
555,"2015-07-30 20:34:58,003",E38,Processed session termination for sessionid: <*>,Leader Election,Monitor leader election process.,INFO,1 cport:-1)::PrepRequestProcessor,zookeeper
556,"2015-07-30 20:35:02,324",E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,Connection Error,Verify connection settings.,WARN,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,zookeeper
557,"2015-07-30 21:03:35,465",E6,caught end of stream exception,Memory Leak,Inspect memory usage patterns.,WARN,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,zookeeper
